wallet_id,score
0xbd4a00764217c13a246f86db58d74541a0c3972a,999.9999999999998
0x9e6ec4e98793970a1307262ba68d37594e58cd78,772.3645546032515
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,685.0384927114039
0x4814be124d7fe3b240eb46061f7ddfab468fe122,566.1357608746662
0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,530.895958499327
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,449.01634804376454
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,448.1329888533212
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,407.21840616446934
0x9ba0d85f71e145ccf15225e59631e5a883d5d74a,282.508725133672
0x330513970efd9e8dd606275fb4c50378989b3204,280.07368442853794
0xf340b9f2098f80b86fbc5ede586c319473aa11f3,273.59463157864116
0x19df3e87f73c4aaf4809295561465b993e102668,235.77084570004217
0x70d8e4ab175dfe0eab4e9a7f33e0a2d19f44001e,182.96408367869503
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,175.89240043246264
0x58d68d4bcf9725e40353379cec92b90332561683,175.74396670014244
0x1c1b30ca93ef57452d53885d97a74f61daf2bf4f,171.0909183954475
0x507b6c0d950702f066a9a1bd5e85206f87b065ba,165.46490988658593
0x612a3500559be7be7703de6dc397afb541a16f7f,159.58709116306454
0x6a2752a534faacaaa153bffbb973dd84e0e5497b,153.54144615393534
0x8441fecef5cc6f697be2c4fc4a36feacede8df67,152.49943465427668
0x26750f1f4277221bdb5f6991473c6ece8c821f9d,144.81779868107037
0xf10fd8921019615a856c1e95c7cd3632de34edc4,128.5524137593252
0xf80a8b9cfff0febf49914c269fb8aead4a22f847,94.49893827477786
0x9a363adc5d382c04d36b09158286328f75672098,73.69751194209516
0xa98dc64bb42575efec7d1e4560c029231ce5da51,33.77535666965355
0x8be38ea2b22b706aef313c2de81f7d179024dd30,32.6730918994117
0xdde73df7bd4d704a89ad8421402701b3a460c6e9,26.49011060985822
0xb475576594ae44e1f75f534f993cbb7673e4c8b6,24.110211007197677
0xded1f838ae6aa5fcd0f13481b37ee88e5bdccb3d,9.892416981196448
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,0.0
